# video = bench_92.5x4_3_20260803.mov
# tracker = markers
# commit = db0eaf5
# generated = 2026-08-07T12:28Z
# n_frames = 1567
# lift = bench
# camera_side = right
# fps = 30
# m_per_px = 0.00208655933129
# travel_m = 0.295464623995
# plate_radius_px = 109
# seed_frame = 0
# perspective_shift_cm = 0.357981038199
# n_rim = 3
# sticker_radius_m = 0.19305
t,x,height,score,n_markers,residual_px,m_per_px_t,circumradius_px,axis_ratio,angle
0,0.000231817135175,0.269232370638,1,3,5.99835422035e-14,0.00208655933129,92.5207335854,nan,-3.71445489827e-18
0.0333333333333,0.00110134414157,0.269247326521,0.986933194508,3,0.0263058544828,0.00208213738106,92.7172249806,nan,0.000999135146139
0.0666666666667,0.00122294970851,0.269406386772,0.916248775739,3,0.174934723894,0.00208463408301,92.6061804198,nan,0.000127754695677
0.1,0.00114510821115,0.269443623592,0.958873935964,3,0.0839913327493,0.00208288716467,92.6838492619,nan,-0.000638847615693
0.133333333333,0.000894175529265,0.269448625618,0.906084991482,3,0.197244335512,0.00208438098909,92.6174250342,nan,0.000259891027259
0.166666666667,0.000830613488781,0.269418650034,0.918017528388,3,0.171077588878,0.00208369330062,92.6479918817,nan,0.000157330008971
0.2,0.000800097064872,0.269417476712,0.914563607735,3,0.178616517823,0.00208378603476,92.6438687946,nan,0.000289974245975
0.233333333333,0.00108861500764,0.269481068192,0.939923292862,3,0.123914020772,0.00208367181955,92.648947012,nan,-0.00100711384196
0.266666666667,0.000845166884933,0.269416996394,0.91643146828,3,0.17453597994,0.00208446499448,92.6136924877,nan,0.000381295184488
0.3,0.00091063534762,0.269356356189,0.937510329973,3,0.129055005121,0.00208439177302,92.6169458633,nan,0.000905454577678
0.333333333333,0.000747258704222,0.269364890398,0.923257929051,3,0.159693274182,0.00208442735154,92.61536501,nan,0.000242814427212
0.366666666667,0.000706512278943,0.269283303262,0.919961151801,3,0.166847672267,0.00208415022433,92.6276799757,nan,0.000178528484623
0.4,0.000693975348863,0.269268291952,0.918798168761,3,0.169377602492,0.00208405303287,92.6319997406,nan,0.000103119647216
0.433333333333,0.000853509171588,0.269221540541,0.937039482892,3,0.130059720146,0.00208396482401,92.6359206142,nan,0.00095717420952
0.466666666667,0.000426954380542,0.269263479859,0.927107850009,3,0.151370754265,0.00208666033239,92.5162552831,nan,0.00042040365416
0.5,0.000564336354289,0.269241207647,0.911206931611,3,0.185970519508,0.00208444452184,92.6146021048,nan,1.72021506584e-05
0.533333333333,0.000505020881582,0.269145219193,0.94710185739,3,0.108697267237,0.00208275037158,92.6899366501,nan,0.000220445732922
0.566666666667,0.000174203764514,0.26941679265,0.945391667678,3,0.112311948405,0.00208463228838,92.6062601427,nan,-0.000709683939695
0.6,0.000407632627869,0.26936004139,0.969119811634,3,0.0627340602355,0.00208364866726,92.6499764731,nan,-4.88323944305e-05
0.633333333333,0.0001962662254,0.269440152362,0.968351532007,3,0.0643202094591,0.00208780761006,92.4654163871,nan,-0.000185384815007
0.666666666667,0.000276695060159,0.269149523958,0.934249525638,3,0.136023436727,0.00208656451824,92.5205035895,nan,0.000178404611582
0.7,0.000231356865379,0.269145033887,0.936948342028,3,0.130254259006,0.00208659158379,92.5193034899,nan,0.000245201063383
0.733333333333,0.000240809272809,0.269154121063,0.935981726647,3,0.132318651017,0.00208653647388,92.5217471235,nan,0.000283314441732
0.766666666667,0.000288286567773,0.269093810534,0.94275007455,3,0.117908127534,0.00208603428415,92.544020713,nan,0.000420107931266
0.8,0.000250506056477,0.269192603678,0.955574136222,3,0.0908858587652,0.0020863540042,92.5298389495,nan,0.000167760408067
0.833333333333,0.000182421633262,0.269255527378,0.896910882104,3,0.217597545828,0.00208479074682,92.59922143,nan,-0.000821983514109
0.866666666667,8.99934729428e-05,0.269141393941,0.875979846107,3,0.264824390075,0.00208476477289,92.6003751167,nan,-0.000182918228064
0.9,-0.00022065537606,0.26935848946,0.93928220495,3,0.125278614346,0.00208852703409,92.4335653064,nan,0.000910227386496
0.933333333333,0.000180074719098,0.269089476102,0.930833221597,3,0.143350313492,0.00208627827176,92.5331978066,nan,0.000270488235707
0.966666666667,-0.000114622367011,0.269161336206,0.953149945572,3,0.09596609425,0.00208481008681,92.5983624223,nan,0.000686154238327
1,-0.000261623960222,0.269191854331,0.94074621889,3,0.122163737535,0.00208468559858,92.603891988,nan,0.000106715776017
1.03333333333,-0.000281512805758,0.269192371416,0.944161494076,3,0.114916106471,0.00208490723474,92.5940477269,nan,0.000155818993589
1.06666666667,-0.000331027378298,0.269049568665,0.981607886515,3,0.0371267025419,0.00208330027629,92.6654703584,nan,0.000305363246094
1.1,-9.39491459631e-05,0.268841621049,0.959935686176,3,0.0817779806616,0.00208181208295,92.7317127135,nan,0.000144569274242
1.13333333333,-0.000341168921301,0.268989341297,0.969306492037,3,0.0623488397019,0.00208478877396,92.5993090576,nan,0.000896575154456
1.16666666667,-0.00034800624821,0.268996045085,0.969600596284,3,0.0617420973753,0.00208481181306,92.5982857495,nan,0.000908762310334
1.2,-0.000386381910383,0.268995240483,0.968630602626,3,0.0637439096256,0.0020847451486,92.60124679,nan,0.000920502544211
1.23333333333,-0.000393059119029,0.269005578437,0.97062953155,3,0.0596208327939,0.00208475013706,92.6010252105,nan,0.000888556617304
1.26666666667,-0.000373991996486,0.269005519157,0.969713616333,3,0.061508983941,0.00208473936033,92.6015038971,nan,0.000950009521811
1.3,-0.000151097277924,0.269240318264,0.948620003949,3,0.105493955791,0.00208495314525,92.592008813,nan,0.00101097389744
1.33333333333,-0.000128983836319,0.269319712978,0.910935446132,3,0.186566489362,0.00208638528137,92.528451827,nan,0.000601747763619
1.36666666667,-0.000339216637342,0.269299300243,0.938130358348,3,0.127732729694,0.00208818611353,92.4486561562,nan,0.000584094060922
1.4,-0.000354944037933,0.269301778244,0.936868810249,3,0.130424033905,0.00208827939764,92.4445264451,nan,0.000591482561923
1.43333333333,-0.00039932289056,0.269197304998,0.969137127707,3,0.0626983248847,0.00208664596272,92.5168923954,nan,0.000951701009336
1.46666666667,-0.000387035421824,0.269200598595,0.96939685832,3,0.0621623928518,0.00208669480859,92.5147267367,nan,0.00101609059116
1.5,-0.000383821675941,0.269203684764,0.970227589222,3,0.060449213884,0.00208666411198,92.5160877074,nan,0.00100830801896
1.53333333333,-0.000367290481456,0.269280823817,0.935492386334,3,0.133364543814,0.002088269566,92.4449616768,nan,0.000620382203473
1.56666666667,-0.00039346920365,0.269292836738,0.931830161076,3,0.141209423016,0.00208839312268,92.4394923081,nan,0.000572488191631
1.6,-0.00038498964933,0.269267700652,0.936611036067,3,0.13097439837,0.00208827433277,92.4447506588,nan,0.000609353661553
1.63333333333,-0.000369579598015,0.269301452953,0.934822191595,3,0.134797874389,0.00208838405373,92.4398937327,nan,0.000726991970522
1.66666666667,-0.00013356623752,0.268955228945,0.947237715101,3,0.108410396363,0.00208526417404,92.5781981983,nan,0.000496985087337
1.7,-0.000174549844774,0.268980123537,0.918417441124,3,0.170206525653,0.00208427648303,92.6220688913,nan,-9.64495527555e-05
1.73333333333,-0.000134049271796,0.26906621027,0.889156291087,3,0.234964506847,0.0020858211135,92.5534786997,nan,-0.00047943541781
1.76666666667,-0.000134080785778,0.26883454237,0.932912061316,3,0.138888672515,0.00208401932813,92.6334978731,nan,-0.000735741113336
1.8,-0.000116837497283,0.268831338676,0.927178068594,3,0.151219281216,0.0020842418278,92.6236089427,nan,-0.00081757577716
1.83333333333,-9.39732515752e-05,0.268794427339,0.968518378773,3,0.0639756395623,0.00208538248004,92.5729461373,nan,-0.000132783785254
1.86666666667,-8.78231507902e-05,0.268800772639,0.967424317025,3,0.06623616487,0.00208537182567,92.5734191012,nan,-0.000112435196176
