# video = bench_spoto_95x6_2_20260813.mov
# tracker = vtrack
# commit = 5667852
# generated = 2026-08-17T15:34Z
# n_frames = 1038
# lift = bench
# camera_side = right
# fps = 30
# m_per_px = 0.00205085364306
# travel_m = 0.639242174993
# plate_radius_px = 98.7393716197
# sticker_radius_m = 0.2025
t,x,height,score,n_markers,residual_px,m_per_px_t,circumradius_px
1.06666666667,0.044021767275,0.418138476928,5,5,1.56423478052,0.00205085364306,98.7393716197
1.1,0.0439729633827,0.418154644382,5,5,1.56884421842,0.00205085364306,98.7393716197
1.13333333333,0.0439733426121,0.418141157617,5,5,1.56769343807,0.00205085364306,98.7393716197
1.16666666667,0.0437147082003,0.415194718958,4,4,0.165699900381,0.00205085364306,98.7393716197
1.2,0.0436780246938,0.415199530238,4,4,0.170046789233,0.00205085364306,98.7393716197
1.23333333333,-0.0294326806804,0.376926977796,5,5,0.485164773558,0.00205085364306,98.7393716197
1.26666666667,0.0459010084521,0.417699605238,6,6,1.66930942943,0.00205085364306,98.7393716197
1.3,0.0458943511106,0.417708320216,6,6,1.67061688538,0.00205085364306,98.7393716197
1.33333333333,0.0458882938309,0.417276824282,6,6,1.74658203148,0.00205085364306,98.7393716197
1.36666666667,0.0453594968416,0.417923658177,6,6,1.54345677864,0.00205085364306,98.7393716197
1.4,0.0439055609228,0.421697503859,6,6,2.16475752366,0.00205085364306,98.7393716197
1.43333333333,0.0444620369788,0.420990749279,6,6,1.63031870084,0.00205085364306,98.7393716197
1.46666666667,0.047311753483,0.417917277803,8,8,1.79239333224,0.00205085364306,98.7393716197
1.5,0.0461076349194,0.418493146729,7,7,1.75215261099,0.00205085364306,98.7393716197
1.53333333333,0.044451933961,0.418681779097,5,5,1.51440907319,0.00205085364306,98.7393716197
1.56666666667,0.0445172690861,0.418610432005,6,6,1.38343123019,0.00205085364306,98.7393716197
1.6,0.0441504746782,0.418372714493,7,7,1.3415941597,0.00205085364306,98.7393716197
1.63333333333,0.0444745781553,0.418331691418,7,7,1.60571033421,0.00205085364306,98.7393716197
1.66666666667,0.0451839726165,0.418232807493,8,8,1.84324559526,0.00205085364306,98.7393716197
1.7,0.0450760106684,0.417883337051,8,8,2.09417695701,0.00205085364306,98.7393716197
1.73333333333,0.0447063503093,0.420445979867,7,7,1.61730172376,0.00205085364306,98.7393716197
1.76666666667,0.0431613573827,0.41859173948,7,7,2.18914316286,0.00205085364306,98.7393716197
1.8,0.0420785722212,0.418586218195,7,7,2.99863952543,0.00205085364306,98.7393716197
1.83333333333,0.0417872913917,0.419164906738,7,7,2.85275478839,0.00205085364306,98.7393716197
1.86666666667,0.0417627730472,0.416374245584,6,6,2.41258094477,0.00205085364306,98.7393716197
1.9,0.0415408169077,0.418792635876,7,7,3.32285768766,0.00205085364306,98.7393716197
1.93333333333,0.0407599025761,0.421203024924,6,6,2.12010501599,0.00205085364306,98.7393716197
1.96666666667,0.0403653784808,0.418598190198,5,5,1.80595048354,0.00205085364306,98.7393716197
2,0.0406561301922,0.418288500622,5,5,1.66938856121,0.00205085364306,98.7393716197
2.03333333333,0.0400538402268,0.418965058415,5,5,2.00111491267,0.00205085364306,98.7393716197
2.06666666667,0.0441314543241,0.412547503807,5,5,1.45604668147,0.00205085364306,98.7393716197
2.1,0.0480618505581,0.409792767007,6,6,2.58821882828,0.00205085364306,98.7393716197
2.13333333333,0.0479990689611,0.409461418593,6,6,2.57712583807,0.00205085364306,98.7393716197
2.16666666667,0.0477622671472,0.410881850654,6,6,2.25930721381,0.00205085364306,98.7393716197
2.2,0.0479787183991,0.410028482393,6,6,2.51265832147,0.00205085364306,98.7393716197
2.23333333333,0.0483470493481,0.41171121408,6,6,2.60881011628,0.00205085364306,98.7393716197
2.26666666667,0.0455610649702,0.413830620741,7,7,2.73098973564,0.00205085364306,98.7393716197
2.3,0.0442057779235,0.413303159463,5,5,1.35638708204,0.00205085364306,98.7393716197
2.33333333333,0.041551309122,0.415340887812,6,6,1.51467927667,0.00205085364306,98.7393716197
2.36666666667,0.0443104354599,0.41932325336,5,5,1.64118714852,0.00205085364306,98.7393716197
2.4,0.0446758819205,0.417773503965,6,6,1.74896334505,0.00205085364306,98.7393716197
2.43333333333,0.0442997532365,0.419321577773,6,6,1.49577349764,0.00205085364306,98.7393716197
2.46666666667,0.0441361400863,0.418368876264,7,7,1.5706625093,0.00205085364306,98.7393716197
2.5,0.0422410049382,0.416019456942,6,6,1.74244396308,0.00205085364306,98.7393716197
2.53333333333,0.0450663210476,0.418603540535,6,6,1.54223913298,0.00205085364306,98.7393716197
2.56666666667,0.0409249972053,0.415753808146,5,5,1.6134345775,0.00205085364306,98.7393716197
2.6,0.0456641194859,0.415918809087,6,6,1.23802473338,0.00205085364306,98.7393716197
2.63333333333,0.0419217128252,0.41251011177,5,5,1.03088863268,0.00205085364306,98.7393716197
2.66666666667,0.0445487909322,0.412866618433,5,5,0.824145413067,0.00205085364306,98.7393716197
2.7,0.0450687235266,0.41576598236,6,6,1.73390448758,0.00205085364306,98.7393716197
2.73333333333,0.0473826784541,0.418119507675,7,7,2.79016072543,0.00205085364306,98.7393716197
2.76666666667,0.0494145683287,0.415583483613,7,7,2.52558242753,0.00205085364306,98.7393716197
2.8,0.0491880685943,0.423233551632,5,5,1.17418581764,0.00205085364306,98.7393716197
2.83333333333,0.0475387455711,0.419880925791,7,7,2.77454705559,0.00205085364306,98.7393716197
2.86666666667,0.0435869023172,0.421495100664,6,6,2.19198283587,0.00205085364306,98.7393716197
2.9,0.0443418065143,0.422882165595,6,6,2.21679014168,0.00205085364306,98.7393716197
2.93333333333,0.0440859067832,0.41780836222,5,5,1.6041298801,0.00205085364306,98.7393716197
2.96666666667,0.0440832440074,0.417800747188,5,5,1.60528390296,0.00205085364306,98.7393716197
3,0.0440569513333,0.417808875182,5,5,1.60957235587,0.00205085364306,98.7393716197
3.03333333333,0.0440247985741,0.417809687346,5,5,1.61398913952,0.00205085364306,98.7393716197
3.06666666667,0.0440567751011,0.417782073477,5,5,1.61646186379,0.00205085364306,98.7393716197
3.1,0.0440927603041,0.417794803638,5,5,1.62044134833,0.00205085364306,98.7393716197
3.13333333333,0.0440929935869,0.417791969483,5,5,1.62103457726,0.00205085364306,98.7393716197
3.16666666667,0.0467355100671,0.414882410769,6,6,2.17972274573,0.00205085364306,98.7393716197
3.2,0.0441225200228,0.417804520917,5,5,1.61111651902,0.00205085364306,98.7393716197
3.23333333333,0.0467491240236,0.414901218346,6,6,2.15907336918,0.00205085364306,98.7393716197
3.26666666667,0.0473791551542,0.419192259427,7,7,2.143547953,0.00205085364306,98.7393716197
3.3,0.0442925935916,0.419253246998,5,5,1.30832379793,0.00205085364306,98.7393716197
3.33333333333,0.0451948367172,0.413140720555,5,5,0.934064871221,0.00205085364306,98.7393716197
