# video = bench_90x4_2_20260727.mov
# tracker = plate
# commit = db0eaf5
# generated = 2026-08-07T12:28Z
# n_frames = 1023
# lift = bench
# camera_side = right
# fps = 30
# m_per_px = 0.004427083333
# travel_m = 0.2938367863
# plate_radius_px = 48
# seed_frame = 562
t,x,height,score
0,9.63643e-05,0.223271,0.959891
0.0333333,3.3009e-05,0.223399,0.959791
0.0666667,3.20769e-05,0.223401,0.959784
0.1,1.5089e-05,0.223391,0.959586
0.133333,4.35702e-05,0.223389,0.959586
0.166667,1.47159e-05,0.223415,0.959914
0.2,1.44669e-05,0.223415,0.959913
0.233333,1.44411e-05,0.22341,0.96002
0.266667,2.96537e-05,0.2234,0.959913
0.3,7.94527e-06,0.223398,0.959955
0.333333,8.25585e-06,0.2234,0.959834
0.366667,8.1753e-06,0.223406,0.959883
0.4,1.68388e-05,0.2234,0.959818
0.433333,2.47704e-05,0.223406,0.959622
0.466667,1.74769e-05,0.223401,0.959728
0.5,1.63092e-05,0.22341,0.959809
0.533333,1.71292e-05,0.223409,0.959914
0.566667,5.05511e-06,0.223411,0.959991
0.6,3.03443e-06,0.223418,0.95994
0.633333,1.38679e-06,0.223418,0.95991
0.666667,6.31756e-06,0.223413,0.959804
0.7,3.66542e-06,0.223412,0.96017
0.733333,1.04257e-06,0.223415,0.96013
0.766667,4.76954e-08,0.223417,0.960178
0.8,-9.20633e-06,0.223424,0.959985
0.833333,-1.15762e-05,0.223429,0.960085
0.866667,-1.41705e-05,0.22343,0.959975
0.9,-1.92681e-05,0.223432,0.960071
0.933333,-1.0504e-05,0.223422,0.959799
0.966667,1.18852e-05,0.223417,0.959981
1,2.23445e-05,0.223415,0.960024
1.03333,1.35425e-05,0.223418,0.959689
1.06667,1.44821e-05,0.223419,0.959592
1.1,1.41342e-05,0.22343,0.95953
1.13333,1.10124e-05,0.223427,0.959636
1.16667,1.35e-05,0.223425,0.959623
1.2,1.38288e-05,0.22342,0.959631
1.23333,1.28854e-05,0.223428,0.959538
1.26667,1.41315e-05,0.223421,0.959538
1.3,2.03167e-05,0.223433,0.959333
1.33333,1.13945e-05,0.223423,0.959615
1.36667,1.16086e-05,0.223422,0.95954
1.4,2.34872e-05,0.223426,0.959485
1.43333,2.36752e-05,0.223423,0.95933
1.46667,1.81813e-05,0.223414,0.95934
1.5,2.03147e-05,0.223421,0.959356
1.53333,3.09857e-05,0.223428,0.959457
1.56667,2.20225e-05,0.22342,0.959531
1.6,3.75599e-05,0.223416,0.959399
1.63333,2.93573e-05,0.223419,0.959332
1.66667,3.08088e-05,0.223398,0.959611
1.7,2.88775e-05,0.223398,0.959448
1.73333,3.14391e-05,0.223399,0.959521
1.76667,2.26184e-05,0.223404,0.959456
1.8,2.49087e-05,0.223409,0.959444
1.83333,2.45813e-05,0.223395,0.959519
1.86667,3.14853e-05,0.2234,0.959641
1.9,3.04984e-05,0.223401,0.959613
1.93333,3.39758e-05,0.223366,0.959984
1.96667,2.57938e-05,0.223386,0.959708
2,1.25596e-05,0.223389,0.959821
2.03333,1.48615e-05,0.22339,0.959882
2.06667,9.53432e-06,0.223392,0.959889
2.1,-4.37702e-07,0.223404,0.96009
2.13333,-4.3757e-07,0.223414,0.959898
2.16667,-3.13991e-06,0.223418,0.959824
2.2,-6.38188e-06,0.223414,0.959832
2.23333,-4.77442e-06,0.223404,0.959591
2.26667,-5.67839e-06,0.223417,0.959634
2.3,-5.96825e-06,0.223409,0.959652
2.33333,-2.65122e-06,0.22341,0.959766
2.36667,3.05039e-07,0.223399,0.959856
2.4,3.24764e-06,0.223395,0.959781
2.43333,3.28682e-06,0.223393,0.959706
2.46667,-4.20676e-06,0.2234,0.960012
2.5,-1.02647e-06,0.223402,0.960034
2.53333,9.48808e-06,0.223403,0.95993
2.56667,7.77988e-06,0.223413,0.95993
2.6,-9.64858e-07,0.223406,0.960085
2.63333,1.11991e-05,0.223407,0.960003
2.66667,7.202e-06,0.223402,0.960033
2.7,8.7105e-06,0.223403,0.960176
2.73333,9.48353e-06,0.223393,0.959873
2.76667,6.08297e-06,0.223398,0.959982
2.8,6.31307e-06,0.223404,0.960088
2.83333,9.74522e-06,0.223409,0.9602
2.86667,8.61637e-06,0.223403,0.96007
2.9,1.6871e-05,0.223393,0.960137
2.93333,5.68901e-06,0.223395,0.960098
2.96667,0,0.223397,0.960195
3,-1.26077e-05,0.223397,0.960225
3.03333,-3.41883e-06,0.223401,0.960155
3.06667,-6.07163e-06,0.22339,0.960279
3.1,-6.94696e-06,0.223396,0.960172
3.13333,-1.83987e-06,0.223395,0.960068
3.16667,-1.59242e-06,0.223383,0.960319
3.2,2.00367e-06,0.223383,0.960125
3.23333,3.16333e-06,0.223384,0.960188
3.26667,3.14803e-06,0.223389,0.960178
3.3,3.83041e-06,0.223391,0.959879
3.33333,3.19565e-06,0.223398,0.959825
3.36667,-3.97573e-06,0.223399,0.959811
3.4,5.30085e-06,0.223399,0.959722
3.43333,-1.28329e-06,0.223398,0.959549
3.46667,1.83591e-06,0.223397,0.959927
3.5,-1.93737e-06,0.223393,0.959824
3.53333,-2.68526e-06,0.223402,0.959819
3.56667,-1.21051e-05,0.223399,0.959828
3.6,4.29674e-06,0.223391,0.95999
3.63333,7.09236e-06,0.223389,0.959804
3.66667,8.71684e-06,0.223398,0.959761
3.7,-3.43631e-06,0.223396,0.959772
3.73333,1.10674e-05,0.223399,0.959997
3.76667,1.49461e-05,0.223387,0.959858
3.8,1.68383e-05,0.22339,0.959758
3.83333,1.80411e-05,0.223389,0.959991
3.86667,3.38773e-05,0.223375,0.960225
3.9,2.83244e-05,0.22338,0.960289
3.93333,2.70315e-05,0.223382,0.960281
3.96667,2.84493e-05,0.223385,0.960233
4,2.8964e-05,0.223387,0.960123
4.03333,2.40285e-05,0.22339,0.959979
4.06667,2.13494e-05,0.223386,0.959941
4.1,3.45567e-05,0.223382,0.959718
4.13333,3.21956e-05,0.22337,0.959786
4.16667,3.7778e-05,0.223378,0.95971
4.2,4.19893e-05,0.22337,0.959786
4.23333,3.32704e-05,0.223376,0.959577
4.26667,3.63081e-05,0.223359,0.959675
4.3,3.43767e-05,0.223367,0.959605
4.33333,3.2353e-05,0.223373,0.959552
4.36667,3.99259e-05,0.223375,0.959597
4.4,3.22073e-05,0.223379,0.959733
4.43333,3.20498e-05,0.223373,0.959638
4.46667,3.30444e-05,0.223374,0.959725
4.5,3.81571e-05,0.223372,0.959684
4.53333,3.84345e-05,0.223378,0.959688
4.56667,3.83615e-05,0.223382,0.95958
4.6,3.88771e-05,0.223384,0.959634
4.63333,3.59e-05,0.223381,0.959837
4.66667,3.80446e-05,0.223383,0.959844
4.7,3.49321e-05,0.223372,0.959782
4.73333,3.59648e-05,0.223374,0.959818
