# video = deadlift_180x3_20260728.mov
# tracker = plate
# commit = db0eaf5
# generated = 2026-08-07T12:28Z
# n_frames = 830
# lift = deadlift
# camera_side = left
# fps = 30
# m_per_px = 0.00397321428571
# travel_m = 0.484820299146
# plate_radius_px = 56
# seed_frame = 207
t,x,height,score
0,5.99054099751e-05,0.00956236866174,0.999151706696
0.0333333333333,5.07179124231e-05,0.00958849654114,0.999538958073
0.0666666666667,5.25178301281e-05,0.00958864167974,0.999545395374
0.1,5.25303354412e-05,0.00959178492321,0.999561905861
0.133333333333,5.53918855855e-05,0.00958932730171,0.999536037445
0.166666666667,5.18550448344e-05,0.00959410902982,0.999616086483
0.2,5.20318417278e-05,0.00959331605624,0.999616503716
0.233333333333,5.17296235193e-05,0.00959466662913,0.999618709087
0.266666666667,5.3810397346e-05,0.00959533513515,0.999612212181
0.3,3.58996585211e-05,0.00960300448175,0.999645292759
0.333333333333,3.33348875418e-05,0.00960362644208,0.999606609344
0.366666666667,3.54854826998e-05,0.00960468906447,0.999619543552
0.4,3.47569533915e-05,0.00960112272209,0.99962490797
0.433333333333,4.05043418141e-05,0.00960119690133,0.999628543854
0.466666666667,3.72348342769e-05,0.00960075388318,0.999610900879
0.5,4.12752428383e-05,0.00960454194573,0.999616801739
0.533333333333,3.88145047223e-05,0.00960040175368,0.999627947807
0.566666666667,3.83354146886e-05,0.00960318879023,0.999635517597
0.6,3.6427047297e-05,0.00960356101236,0.999613463879
0.633333333333,3.88459197191e-05,0.00960575945794,0.999624073505
0.666666666667,4.11599234628e-05,0.00960063232884,0.999625086784
0.7,4.42751470005e-05,0.00960334645334,0.999629557133
0.733333333333,4.65713215609e-05,0.00960458583389,0.999615371227
0.766666666667,4.37133783271e-05,0.00960372248335,0.999631226063
0.8,4.59711053866e-05,0.00960271251014,0.999633073807
0.833333333333,4.76399069469e-05,0.00960202749236,0.999630689621
0.866666666667,4.74290872392e-05,0.00960354771529,0.999614834785
0.9,4.53667411265e-05,0.0096046442614,0.999623656273
0.933333333333,4.63860601303e-05,0.00960195503432,0.999622702599
0.966666666667,4.7438042072e-05,0.00959058293579,0.999618113041
1,4.74273684293e-05,0.00959483560211,0.999624788761
1.03333333333,4.54259281313e-05,0.00959808347743,0.999628543854
1.06666666667,4.34470978611e-05,0.00959719996522,0.999627113342
1.1,4.25944266317e-05,0.00959450240693,0.999630391598
1.13333333333,3.98238411227e-05,0.00959523015269,0.999636113644
1.16666666667,3.96239818344e-05,0.00959497016003,0.999641180038
1.2,3.99015659267e-05,0.0095952104923,0.999642372131
1.23333333333,3.85130737621e-05,0.00959498757987,0.999639451504
1.26666666667,3.9315441588e-05,0.00959422864344,0.999629735947
1.3,4.04055944299e-05,0.00959513237156,0.99963337183
1.33333333333,3.91119282098e-05,0.00959335410595,0.999636292458
1.36666666667,3.80513263164e-05,0.00959480700261,0.999632179737
1.4,4.27962674543e-05,0.00959364011018,0.999645829201
1.43333333333,4.5227746949e-05,0.00959425047177,0.999639093876
1.46666666667,4.50821180545e-05,0.00959423651639,0.999639928341
1.5,4.0732549439e-05,0.00959510701587,0.999633669853
1.53333333333,4.57474621362e-05,0.00959600382018,0.999637842178
1.56666666667,4.22841259465e-05,0.0095960914966,0.99963504076
1.6,4.39514353431e-05,0.00959618201257,0.999633967876
1.63333333333,4.46181467019e-05,0.00959919696395,0.999623954296
1.66666666667,4.06734151641e-05,0.00960082148511,0.99963670969
1.7,4.18415472086e-05,0.00959751121366,0.999629199505
1.73333333333,4.09028457528e-05,0.00959685983514,0.999628961086
1.76666666667,4.29638486405e-05,0.00959662448816,0.999623119831
1.8,4.06886994356e-05,0.00959845834473,0.999627411366
1.83333333333,4.08369916529e-05,0.00959949662614,0.99962246418
1.86666666667,4.16599602197e-05,0.009598244151,0.999629259109
1.9,4.36149889512e-05,0.00959614846664,0.99963760376
1.93333333333,4.88124868051e-05,0.00959440146432,0.99959653616
1.96666666667,4.78659202677e-05,0.00959554932772,0.999615073204
2,4.43624991749e-05,0.00959571153555,0.999614179134
2.03333333333,4.5086036719e-05,0.00959719021805,0.999611079693
2.06666666667,4.45304836986e-05,0.00959661528217,0.999611079693
2.1,3.92145036e-05,0.00959704525892,0.999641656876
2.13333333333,3.55688990956e-05,0.00959795365433,0.999645829201
2.16666666667,3.22317793325e-05,0.00959584192643,0.999643921852
2.2,2.79969953639e-05,0.00959976259809,0.99960821867
2.23333333333,2.99981891554e-05,0.00960004661616,0.999623417854
2.26666666667,2.88693543033e-05,0.00959993621038,0.999618470669
2.3,2.7483448448e-05,0.00960029053452,0.999617040157
2.33333333333,2.67290351167e-05,0.00960322970852,0.999611139297
2.36666666667,2.96760930451e-05,0.00960463175054,0.999628305435
2.4,2.75984094683e-05,0.00960253290348,0.999624550343
2.43333333333,2.87107032039e-05,0.00960134633406,0.999626934528
2.46666666667,2.65041835883e-05,0.00960198271559,0.99961823225
2.5,2.83091274086e-05,0.00959879895447,0.99963080883
2.53333333333,2.79489293387e-05,0.00959970168118,0.999630630016
2.56666666667,3.13467171405e-05,0.00959928601805,0.999630451202
2.6,3.02148820031e-05,0.00960030824078,0.999620378017
2.63333333333,2.9199738722e-05,0.00960003420185,0.999635756016
2.66666666667,2.96427291232e-05,0.00959922129371,0.999631345272
2.7,3.09232035007e-05,0.00959598679397,0.99963414669
2.73333333333,3.27945730013e-05,0.00959856282071,0.999630212784
2.76666666667,3.43879282445e-05,0.00959766903981,0.999629497528
2.8,3.25071973358e-05,0.00959842677062,0.999623596668
2.83333333333,3.13292212195e-05,0.0095952617009,0.999607145786
2.86666666667,2.73248904354e-05,0.00959874140325,0.999602556229
2.9,2.99938159268e-05,0.00959827970414,0.999593734741
2.93333333333,2.43230980569e-05,0.00959986559949,0.999592006207
2.96666666667,2.37301664726e-05,0.00959925123528,0.999585390091
3,2.26215789787e-05,0.00959936759977,0.999587416649
3.03333333333,1.93007546061e-05,0.0095987338039,0.999588370323
3.06666666667,2.14402644581e-05,0.00960198073789,0.999588191509
3.1,2.07082929046e-05,0.00960236871805,0.999590754509
3.13333333333,1.72567992039e-05,0.00960107191238,0.999582946301
3.16666666667,1.90890236887e-05,0.00959939208541,0.999580323696
3.2,1.5083223521e-05,0.00959958712708,0.999580979347
3.23333333333,1.4827941403e-05,0.00959783618806,0.99957382679
3.26666666667,1.53402077974e-05,0.00959485549608,0.999570786953
3.3,1.87352920641e-05,0.00959865130033,0.999574422836
3.33333333333,1.78768686497e-05,0.00959639834301,0.999577879906
3.36666666667,1.43175871615e-05,0.00959829268818,0.999570310116
3.4,1.65023859881e-05,0.00959905017708,0.999575436115
3.43333333333,1.44086239535e-05,0.00959745638103,0.999571442604
